Год,Топливо,Производство (добыча) первичной энергии с учетом запасов,Импорт,Экспорт,Валовое потребление ТЭР,Преобразование,Преобразование в тепловую и электрическую энергии,Переработка в другие виды топлива,Потребление в неэнергетическом секторе,Сырье для производства нетопливной продукции,Материалы на нетопливные нужды,Потери,Конечное потребление,Потребление в промышленности,горнодобывающая промышленность,обрабатывающая,"производство продуктов питания, напитков и табачных изделий","производство текстильных изделий, одежды, изделий из кожи и меха",производство изделий из дерева и бумаги; полиграфи-ческая деятельность и тиражирование записанных носителей информации,производство кокса и продуктов нефтепереработки,производство химических продуктов,"производство резиновых и пластмассовых изделий, прочих неметаллических минеральных продуктов","металлургическое производство, производство готовых металлических изделий, кроме машин и оборудования","производство машин и оборудования, не включенных в другие группировки",производство транспортных средств и оборудования,производство прочих готовых изделий,"снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом",строительство,"Сельское, лесное и рыбное хозяйство",Транспорт,Сектор услуг,Жилищный сектор,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
2010.0,Топливо для реактивных двигателей,465.0,0.0,329.0,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,,136.0,136.0,0.0
2010.0,Прочие виды продуктов переработки топлива,4724.0,783.0,3426.0,2081,20.0,20.0,0.0,2063.0,2056.0,7.0,0.0,84.0,9.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,15.0,25.0,0.0,12.0,23.0,,84.0,84.0,-86.0
2010.0,Электроэнергия (включая атомную и гидроэнергию),4292.0,365.0,33.0,4624,278.0,278.0,0.0,0.0,0.0,0.0,464.0,3882.0,2011.0,56.0,1779.0,185.0,75.0,78.0,240.0,421.0,205.0,284.0,137.0,69.0,85.0,176.0,61.0,191.0,175.0,720.0,724.0,,4058.0,3882.0,0.0
2010.0,Теплоэнергия,9541.0,0.0,0.0,9541,0.0,0.0,0.0,0.0,0.0,0.0,862.0,8679.0,3286.0,31.0,3160.0,739.0,145.0,208.0,663.0,794.0,262.0,28.0,109.0,78.0,134.0,95.0,72.0,266.0,0.0,1703.0,3352.0,,8774.0,8679.0,0.0
2010.0,ТЭР- всего,45816.0,48707.0,16564.0,77959,45848.0,20176.0,25672.0,4549.0,4517.0,32.0,1901.0,26572.0,9176.0,150.0,8666.0,1088.0,283.0,343.0,2278.0,1468.0,1885.0,518.0,362.0,194.0,247.0,360.0,436.0,1577.0,5267.0,2668.0,7448.0,,,,
2011.0,Нефть и газоконденсат,2470.0,29223.0,2397.0,29296,26308.0,1.0,26307.0,2578.0,2572.0,6.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2011.0,Газ горючий (природный и попутный),916.0,22998.0,0.0,23914,17075.0,17022.0,53.0,1689.0,1687.0,2.0,154.0,4996.0,,,,,,,,,,,,,,,,,,,1948.0,,1948.0,1948.0,0.0
2011.0,Уголь,-19.0,97.0,2.0,76,12.0,12.0,0.0,22.0,4.0,18.0,0.0,42.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,0.0
2011.0,Торф топливный,876.0,0.0,0.0,876,791.0,93.0,698.0,1.0,0.0,1.0,52.0,32.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0
2011.0,Дрова,1611.0,0.0,0.0,1611,655.0,513.0,142.0,4.0,0.0,4.0,3.0,949.0,,,,,,,,,,,,,,,,,,,708.0,,708.0,708.0,0.0
2011.0,Прочие виды природного топлива,528.0,0.0,0.0,528,352.0,352.0,0.0,0.0,0.0,0.0,0.0,176.0,,,,,,,,,,,,,,,,,,,56.0,,56.0,56.0,0.0
2011.0,Топливные брикеты,759.0,0.0,203.0,556,86.0,86.0,0.0,0.0,0.0,0.0,0.0,470.0,,,,,,,,,,,,,,,,,,,361.0,,361.0,361.0,0.0
2011.0,Автомобильный бензин,4741.0,3.0,2943.0,1801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,,,,,,,,,,,,,,,,,,,949.0,,949.0,949.0,201.0
2011.0,Дизельное топливо,9897.0,4773.0,7166.0,7504,3623.0,3.0,3620.0,1.0,0.0,1.0,1.0,3605.0,,,,,,,,,,,,,,,,,,,1022.0,,1022.0,1022.0,274.0
2011.0,Топочный мазут,7660.0,534.0,6299.0,1895,258.0,247.0,11.0,822.0,822.0,0.0,0.0,471.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,344.0
2011.0,Сжиженный газ,714.0,2.0,366.0,350,0.0,0.0,0.0,0.0,0.0,0.0,2.0,342.0,,,,,,,,,,,,,,,,,,,268.0,,268.0,268.0,6.0
2011.0,Газ нефтепреработки,402.0,0.0,0.0,402,74.0,74.0,0.0,0.0,0.0,0.0,0.0,328.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2011.0,"Кокс, коксик и коксовая мелочь",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2011.0,Топливо для реактивных двигателей,561.0,0.0,403.0,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0
2011.0,Прочие виды продуктов переработки топлива,5520.0,871.0,5266.0,1125,93.0,15.0,78.0,792.0,790.0,2.0,0.0,154.0,,,,,,,,,,,,,,,,,,,4.0,,4.0,4.0,86.0
2011.0,Электроэнергия (включая атомную и гидроэнергию),9013.0,1606.0,42.0,10577,0.0,0.0,0.0,0.0,0.0,0.0,955.0,9622.0,,,,,,,,,,,,,,,,,,,1711.0,,1711.0,1711.0,0.0
2011.0,Теплоэнергия,12068.0,0.0,0.0,12068,0.0,0.0,0.0,0.0,0.0,0.0,975.0,11093.0,,,,,,,,,,,,,,,,,,,3895.0,,3895.0,3895.0,0.0
2011.0,ТЭР- всего,57717.0,60107.0,25087.0,92737,49327.0,18418.0,30909.0,5909.0,5875.0,34.0,2552.0,34037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10925.0,,,,
2012.0,Нефть и газоконденсат,2360.0,30987.0,2353.0,30994,28055.0,1.0,28054.0,2521.0,2515.0,6.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2012.0,Газ горючий (природный и попутный),282.0,23290.0,0.0,23572,16486.0,16430.0,56.0,1731.0,1728.0,3.0,166.0,5189.0,,,,,,,,,,,,,,,,,,,2183.0,,2183.0,2183.0,0.0
2012.0,Уголь,-45.0,342.0,1.0,296,12.0,12.0,0.0,23.0,5.0,18.0,0.0,261.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,0.0
2012.0,Торф топливный,861.0,0.0,0.0,861,789.0,93.0,696.0,0.0,0.0,0.0,41.0,31.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2012.0,Дрова,1639.0,0.0,0.0,1639,722.0,531.0,191.0,3.0,0.0,3.0,1.0,913.0,,,,,,,,,,,,,,,,,,,671.0,,671.0,671.0,0.0
2012.0,Прочие виды природного топлива,730.0,0.0,0.0,730,471.0,471.0,0.0,0.0,0.0,0.0,0.0,259.0,,,,,,,,,,,,,,,,,,,54.0,,54.0,54.0,0.0
2012.0,Топливные брикеты,791.0,0.0,236.0,555,95.0,95.0,0.0,0.0,0.0,0.0,0.0,460.0,,,,,,,,,,,,,,,,,,,345.0,,345.0,345.0,0.0
2012.0,Автомобильный бензин,5501.0,1.0,3883.0,1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.0,,,,,,,,,,,,,,,,,,,1007.0,,1007.0,1007.0,0.0
2012.0,Дизельное топливо,10884.0,4666.0,5990.0,9560,5870.0,3.0,5867.0,43.0,42.0,1.0,3.0,3644.0,,,,,,,,,,,,,,,,,,,1134.0,,1134.0,1134.0,0.0
2012.0,Топочный мазут,9024.0,1332.0,7790.0,2566,437.0,434.0,3.0,1630.0,1629.0,1.0,0.0,499.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2012.0,Сжиженный газ,796.0,9.0,466.0,339,0.0,0.0,0.0,0.0,0.0,0.0,2.0,337.0,,,,,,,,,,,,,,,,,,,254.0,,254.0,254.0,0.0
2012.0,Газ нефтепреработки,840.0,0.0,0.0,840,131.0,131.0,0.0,0.0,0.0,0.0,9.0,700.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2012.0,"Кокс, коксик и коксовая мелочь",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2012.0,Топливо для реактивных двигателей,554.0,22.0,416.0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2012.0,Прочие виды продуктов переработки топлива,7142.0,3307.0,6437.0,4012,189.0,13.0,176.0,2729.0,2720.0,9.0,1.0,1093.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.0
2012.0,Электроэнергия (включая атомную и гидроэнергию),8623.0,2212.0,83.0,10752,0.0,0.0,0.0,0.0,0.0,0.0,954.0,9798.0,,,,,,,,,,,,,,,,,,,1772.0,,1772.0,1772.0,0.0
2012.0,Теплоэнергия,12501.0,0.0,0.0,12501,0.0,0.0,0.0,0.0,0.0,0.0,982.0,11519.0,,,,,,,,,,,,,,,,,,,4090.0,,4090.0,4090.0,0.0
2012.0,ТЭР- всего,62483.0,66168.0,27655.0,100996,53257.0,18214.0,35043.0,8680.0,8639.0,41.0,2577.0,36482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11513.0,,,,
2013.0,Нефть и газоконденсат,2202.0,30403.0,2315.0,30290,27676.0,1.0,27675.0,2219.0,2213.0,6.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2013.0,Газ горючий (природный и попутный),489.0,23299.0,0.0,23788,16649.0,16605.0,44.0,1772.0,1771.0,1.0,159.0,5208.0,,,,,,,,,,,,,,,,,,,2158.0,,2158.0,2158.0,0.0
2013.0,Уголь,-35.0,483.0,0.0,448,8.0,8.0,0.0,21.0,4.0,17.0,0.0,419.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,0.0
2013.0,Торф топливный,692.0,0.0,0.0,692,632.0,84.0,548.0,0.0,0.0,0.0,33.0,27.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2013.0,Дрова,1599.0,0.0,0.0,1599,760.0,517.0,243.0,3.0,0.0,3.0,1.0,835.0,,,,,,,,,,,,,,,,,,,601.0,,601.0,601.0,0.0
2013.0,Прочие виды природного топлива,782.0,0.0,0.0,782,500.0,500.0,0.0,0.0,0.0,0.0,0.0,282.0,,,,,,,,,,,,,,,,,,,47.0,,47.0,47.0,0.0
2013.0,Топливные брикеты,618.0,0.0,100.0,518,90.0,90.0,0.0,0.0,0.0,0.0,0.0,428.0,,,,,,,,,,,,,,,,,,,325.0,,325.0,325.0,0.0
2013.0,Автомобильный бензин,5416.0,4.0,3750.0,1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,,,,,,,,,,,,,,,,,,,1088.0,,1088.0,1088.0,0.0
2013.0,Дизельное топливо,10530.0,28.0,5736.0,4822,628.0,4.0,624.0,1.0,0.0,1.0,3.0,4190.0,,,,,,,,,,,,,,,,,,,1105.0,,1105.0,1105.0,0.0
2013.0,Топочный мазут,7977.0,26.0,7413.0,590,126.0,122.0,4.0,4.0,3.0,1.0,0.0,460.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2013.0,Сжиженный газ,941.0,0.0,639.0,302,0.0,0.0,0.0,0.0,0.0,0.0,2.0,300.0,,,,,,,,,,,,,,,,,,,225.0,,225.0,225.0,0.0
2013.0,Газ нефтепреработки,891.0,0.0,0.0,891,112.0,112.0,0.0,0.0,0.0,0.0,6.0,773.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2013.0,"Кокс, коксик и коксовая мелочь",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2013.0,Топливо для реактивных двигателей,517.0,24.0,375.0,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2013.0,Прочие виды продуктов переработки топлива,2248.0,4.0,1740.0,512,53.0,12.0,41.0,14.0,7.0,7.0,0.0,445.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2013.0,Электроэнергия (включая атомную и гидроэнергию),8819.0,1880.0,97.0,10602,0.0,0.0,0.0,,0.0,0.0,936.0,9666.0,,,,,,,,,,,,,,,,,,,1788.0,,1788.0,1788.0,0.0
2013.0,Теплоэнергия,12159.0,0.0,0.0,12159,0.0,0.0,0.0,0.0,0.0,0.0,951.0,11208.0,,,,,,,,,,,,,,,,,,,4097.0,,4097.0,4097.0,0.0
2013.0,ТЭР- всего,55845.0,56151.0,22165.0,89831,47234.0,18055.0,29179.0,4034.0,3998.0,36.0,2486.0,36077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11436.0,,,,
2014.0,Нефть и газоконденсат,2037.0,32186.0,2312.0,31911,28138.0,1.0,28137.0,3321.0,3317.0,4.0,452.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2014.0,Газ горючий (природный и попутный),542.0,23060.0,0.0,23602,16704.0,16643.0,61.0,1846.0,1845.0,1.0,155.0,4897.0,,,,,,,,,,,,,,,,,,,2115.0,23491.66,38748.71,24877.41,0.0
2014.0,Уголь,-26.0,644.0,4.0,614,3.0,3.0,0.0,27.0,3.0,24.0,0.0,584.0,,,,,,,,,,,,,,,,,,,1.0,,624.1225,624.04,0.0
2014.0,Торф топливный,539.0,0.0,0.0,539,494.0,84.0,410.0,0.0,0.0,0.0,25.0,20.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2014.0,Дрова,1484.0,0.0,0.0,1484,753.0,489.0,264.0,4.0,0.0,4.0,2.0,725.0,,,,,,,,,,,,,,,,,,,504.0,1483.4386,2431.4626,1887.7586,0.0
2014.0,Прочие виды природного топлива,846.0,0.0,0.0,846,558.0,558.0,0.0,0.0,0.0,0.0,0.0,288.0,,,,,,,,,,,,,,,,,,,36.0,,36.0,36.0,0.0
2014.0,Топливные брикеты,479.0,0.0,63.0,416,76.0,76.0,0.0,0.0,0.0,0.0,0.0,340.0,,,,,,,,,,,,,,,,,,,248.0,416.24,546.44,490.64,0.0
2014.0,Автомобильный бензин,5792.0,1.0,4100.0,1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1693.0,,,,,,,,,,,,,,,,,,,1131.0,1691.24,2159.1,2127.81,0.0
2014.0,Дизельное топливо,10796.0,30.0,6306.0,4520,869.0,2.0,867.0,2.0,0.0,2.0,4.0,3645.0,,,,,,,,,,,,,,,,,,,922.0,4518.58,6866.13,6796.53,0.0
2014.0,Топочный мазут,6838.0,3.0,6223.0,618,149.0,148.0,1.0,2.0,2.0,0.0,0.0,467.0,,,,,,,,,,,,,,,,,,,0.0,,746.239,644.859,0.0
2014.0,Сжиженный газ,883.0,63.0,678.0,268,0.0,0.0,0.0,0.0,0.0,0.0,2.0,266.0,,,,,,,,,,,,,,,,,,,200.0,266.882,318.692,298.282,0.0
2014.0,Газ нефтепреработки,962.0,0.0,0.0,962,125.0,125.0,0.0,0.0,0.0,0.0,7.0,830.0,,,,,,,,,,,,,,,,,,,0.0,,830.0,830.0,0.0
2014.0,"Кокс, коксик и коксовая мелочь",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2014.0,Топливо для реактивных двигателей,501.0,25.0,332.0,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,,,,,,,,,,,,,,,,,,,0.0,,194.0,194.0,0.0
2014.0,Прочие виды продуктов переработки топлива,2918.0,65.0,2326.0,657,11.0,11.0,0.0,24.0,11.0,13.0,0.0,622.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0
2014.0,Электроэнергия (включая атомную и гидроэнергию),9726.0,1071.0,142.0,10655,0.0,0.0,0.0,0.0,0.0,0.0,892.0,9763.0,,,,,,,,,,,,,,,,,,,1791.0,9849.96,14447.28,12473.28,0.0
2014.0,Теплоэнергия,11706.0,0.0,0.0,11706,0.0,0.0,0.0,0.0,0.0,0.0,908.0,10798.0,,,,,,,,,,,,,,,,,,,3903.0,9937.6,12493.01,11629.433,0.0
2014.0,ТЭР- всего,56023.0,57148.0,22486.0,90685,47880.0,18140.0,29740.0,5226.0,5178.0,48.0,2447.0,35132.0,208595.575,3972.632,104172.38,15178.641,3325.807,4657.883,24995.343,27845.248,11399.491,6385.121,4824.793,2224.9865,3324.237,57619.2435,2683.027,10607.807,9773.267,13534.5666,10851.0,,,,
2015.0,Нефть и газоконденсат,2466.0,32774.0,2309.0,32931,32462.0,1.0,32461.0,4.0,0.0,4.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2015.0,Газ горючий (природный и попутный),493.0,21609.0,0.0,22102,15724.0,15463.0,81.0,1890.0,1890.0,0.0,92.0,4396.0,1561.0,24.0,1526.0,114.0,47.0,25.0,280.0,225.0,556.0,194.0,55.0,16.0,14.0,11.0,24.0,128.0,607.0,26.0,2050.0,,4396.0,4396.0,0.0
2015.0,Уголь,40.0,590.0,36.0,594,2.0,2.0,0.0,29.0,3.0,26.0,0.0,563.0,553.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,,563.0,563.0,0.0
2015.0,Торф топливный,466.0,0.0,0.0,466,423.0,85.0,338.0,0.0,0.0,0.0,25.0,18.0,18.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,18.0,18.0,0.0
2015.0,Дрова,1357.0,0.0,0.0,1357,625.0,396.0,29.0,3.0,0.0,3.0,0.0,729.0,35.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,25.0,12.0,61.0,0.0,64.0,557.0,,729.0,729.0,0.0
2015.0,Прочие виды природного топлива,932.0,0.0,98.0,834,672.0,645.0,27.0,0.0,0.0,0.0,0.0,162.0,79.0,0.0,74.0,4.0,0.0,47.0,0.0,0.0,8.0,1.0,1.0,1.0,12.0,5.0,8.0,33.0,0.0,14.0,28.0,,162.0,162.0,0.0
2015.0,Топливные брикеты,327.0,0.0,42.0,285,52.0,52.0,0.0,0.0,0.0,0.0,0.0,233.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,36.0,160.0,,233.0,233.0,0.0
2015.0,Автомобильный бензин,5899.0,52.0,4233.0,1718,61.0,0.0,61.0,0.0,0.0,0.0,0.0,1657.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,1631.0,7.0,0.0,,1657.0,1657.0,0.0
2015.0,Дизельное топливо,11235.0,255.0,7771.0,3719,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3717.0,100.0,23.0,58.0,13.0,4.0,4.0,6.0,9.0,7.0,3.0,6.0,3.0,3.0,19.0,113.0,838.0,2631.0,35.0,0.0,,3717.0,3717.0,0.0
2015.0,Топочный мазут,9258.0,289.0,8684.0,863,356.0,172.0,184.0,1.0,1.0,0.0,0.0,506.0,493.0,0.0,493.0,1.0,0.0,0.0,488.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,,506.0,506.0,0.0
2015.0,Сжиженный газ,846.0,96.0,700.0,242,0.0,0.0,0.0,0.0,0.0,0.0,2.0,240.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,118.0,0.0,115.0,,240.0,240.0,0.0
2015.0,Газ нефтепреработки,1136.0,0.0,0.0,1136,117.0,117.0,0.0,0.0,0.0,0.0,9.0,1010.0,1010.0,0.0,1010.0,0.0,0.0,0.0,1008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1010.0,1010.0,0.0
2015.0,"Кокс, коксик и коксовая мелочь",3.0,51.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,54.0,13.0,0.0,0.0,0.0,0.0,13.0,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.0,54.0,0.0
2015.0,Топливо для реактивных двигателей,567.0,18.0,391.0,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,,194.0,194.0,0.0
2015.0,Прочие виды продуктов переработки топлива,4261.0,1265.0,2425.0,3101,113.0,12.0,101.0,2956.0,2945.0,11.0,0.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,7.0,0.0,,32.0,32.0,0.0
2015.0,Электроэнергия (включая атомную и гидроэнергию),4211.0,346.0,24.0,4533,258.0,258.0,0.0,0.0,0.0,0.0,359.0,3916.0,1881.0,60.0,1689.0,193.0,61.0,91.0,259.0,419.0,191.0,257.0,96.0,43.0,79.0,132.0,32.0,188.0,151.0,852.0,812.0,,3916.0,3916.0,0.0
2015.0,Теплоэнергия,8287.0,0.0,0.0,8287,0.0,0.0,0.0,0.0,0.0,0.0,696.0,7591.0,2725.0,43.0,2582.0,624.0,89.0,166.0,616.0,705.0,149.0,18.0,62.0,43.0,110.0,100.0,46.0,226.0,0.0,1458.0,3136.0,,7591.0,7591.0,0.0
2015.0,ТЭР- всего,51784.0,57345.0,26713.0,82416,50866.0,17204.0,33282.0,4884.0,4839.0,45.0,1648.0,25018.0,8549.0,152.0,8095.0,967.0,201.0,333.0,2668.0,1364.0,1512.0,487.0,233.0,110.0,220.0,302.0,273.0,1496.0,5341.0,2500.0,6859.0,,,,
2016.0,Нефть и газоконденсат,2993.0,25943.0,2312.0,26624,26238.0,1.0,26237.0,4.0,0.0,4.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2016.0,Газ горючий (природный и попутный),524.0,21436.0,0.0,21960,15524.0,15446.0,78.0,1823.0,1823.0,0.0,67.0,4546.0,1465.0,25.0,1429.0,126.0,46.0,27.0,273.0,226.0,435.0,194.0,60.0,26.0,16.0,11.0,24.0,158.0,624.0,28.0,2247.0,,4546.0,4546.0,0.0
2016.0,Уголь,-60.0,623.0,31.0,532,2.0,2.0,0.0,29.0,3.0,26.0,0.0,501.0,491.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,,501.0,501.0,0.0
2016.0,Торф топливный,631.0,0.0,0.0,631,554.0,99.0,455.0,0.0,0.0,0.0,30.0,47.0,47.0,0.0,41.0,0.0,0.0,0.0,11.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,47.0,47.0,0.0
2016.0,Дрова,1457.0,0.0,0.0,1457,735.0,399.0,336.0,3.0,0.0,3.0,1.0,718.0,30.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,19.0,11.0,68.0,0.0,65.0,544.0,,718.0,718.0,0.0
2016.0,Прочие виды природного топлива,917.0,0.0,85.0,832,696.0,671.0,25.0,0.0,0.0,0.0,0.0,136.0,64.0,0.0,62.0,2.0,0.0,35.0,0.0,1.0,7.0,1.0,1.0,1.0,14.0,2.0,5.0,29.0,0.0,10.0,28.0,,136.0,136.0,0.0
2016.0,Топливные брикеты,432.0,0.0,47.0,385,52.0,52.0,0.0,0.0,0.0,0.0,0.0,333.0,129.0,0.0,128.0,1.0,0.0,0.0,0.0,0.0,125.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,36.0,163.0,,333.0,333.0,0.0
2016.0,Автомобильный бензин,5374.0,307.0,3905.0,1776,72.0,0.0,72.0,0.0,0.0,0.0,0.0,1704.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,9.0,1675.0,12.0,0.0,,1704.0,1704.0,0.0
