Год,Топливо,Производство (добыча) первичной энергии с учетом запасов,Импорт,Экспорт,Валовое потребление ТЭР,Преобразование,Преобразование в тепловую и электрическую энергии,Переработка в другие виды топлива,Потребление в неэнергетическом секторе,Сырье для производства нетопливной продукции,Материалы на нетопливные нужды,Потери,Конечное потребление,Потребление в промышленности,горнодобывающая промышленность,обрабатывающая,"производство продуктов питания, напитков и табачных изделий","производство текстильных изделий, одежды, изделий из кожи и меха",производство изделий из дерева и бумаги; полиграфи-ческая деятельность и тиражирование записанных носителей информации,производство кокса и продуктов нефтепереработки,производство химических продуктов,"производство резиновых и пластмассовых изделий, прочих неметаллических минеральных продуктов","металлургическое производство, производство готовых металлических изделий, кроме машин и оборудования","производство машин и оборудования, не включенных в другие группировки",производство транспортных средств и оборудования,производство прочих готовых изделий,"снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом",строительство,"Сельское, лесное и рыбное хозяйство",Транспорт,Сектор услуг,Жилищный сектор,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
2016.0,Дизельное топливо,9227.0,1005.0,6422.0,3810,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3807.0,100.0,20.0,61.0,13.0,6.0,6.0,4.0,7.0,7.0,4.0,6.0,4.0,4.0,19.0,99.0,821.0,2754.0,33.0,0.0,,3807.0,3807.0,0.0
2016.0,Топочный мазут,6927.0,52.0,6150.0,829,350.0,320.0,30.0,1.0,1.0,0.0,1.0,477.0,466.0,0.0,466.0,3.0,0.0,0.0,456.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,,477.0,477.0,0.0
2016.0,Сжиженный газ,676.0,102.0,543.0,235,0.0,0.0,0.0,0.0,0.0,0.0,2.0,233.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,131.0,0.0,96.0,,233.0,233.0,0.0
2016.0,Газ нефтепреработки,949.0,0.0,0.0,949,106.0,106.0,0.0,0.0,0.0,0.0,9.0,834.0,834.0,0.0,834.0,0.0,0.0,0.0,832.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,834.0,834.0,0.0
2016.0,"Кокс, коксик и коксовая мелочь",-4.0,53.0,0.0,49,0.0,0.0,0.0,1.0,0.0,1.0,0.0,48.0,48.0,0.0,48.0,11.0,0.0,0.0,0.0,0.0,12.0,10.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48.0,48.0,0.0
2016.0,Топливо для реактивных двигателей,469.0,31.0,293.0,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,,207.0,207.0,0.0
2016.0,Прочие виды продуктов переработки топлива,3175.0,1093.0,1588.0,2680,214.0,9.0,205.0,2437.0,2429.0,8.0,0.0,29.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,,29.0,29.0,0.0
2016.0,Электроэнергия (включая атомную и гидроэнергию),4128.0,391.0,20.0,4499,256.0,256.0,0.0,0.0,0.0,0.0,354.0,3889.0,1847.0,62.0,1656.0,197.0,62.0,96.0,239.0,415.0,181.0,247.0,98.0,45.0,76.0,129.0,31.0,191.0,151.0,846.0,823.0,,3889.0,3889.0,0.0
2016.0,Теплоэнергия,8548.0,0.0,0.0,8548,0.0,0.0,0.0,0.0,0.0,0.0,686.0,7862.0,2794.0,61.0,2636.0,632.0,93.0,168.0,660.0,686.0,150.0,24.0,70.0,52.0,101.0,97.0,42.0,230.0,0.0,1517.0,3279.0,,7862.0,7862.0,0.0
2016.0,ТЭР- всего,46363.0,51036.0,21396.0,76003,44801.0,17363.0,27438.0,4299.0,4256.0,43.0,1532.0,25371.0,8328.0,170.0,7871.0,992.0,207.0,333.0,2475.0,1344.0,1440.0,481.0,250.0,132.0,217.0,287.0,238.0,1517.0,5551.0,2556.0,7181.0,,,,
2017.0,Нефть и газоконденсат,2404.0,25926.0,2318.0,26012,25617.0,1.0,25616.0,6.0,0.0,6.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2017.0,Газ горючий (природный и попутный),606.0,21866.0,0.0,22472,15961.0,15870.0,91.0,1837.0,1837.0,0.0,64.0,4610.0,1545.0,18.0,1517.0,123.0,8.0,29.0,307.0,254.0,497.0,199.0,63.0,23.0,14.0,10.0,25.0,163.0,617.0,33.0,2227.0,,4610.0,4610.0,0.0
2017.0,Уголь,41.0,638.0,140.0,539,1.0,1.0,0.0,33.0,5.0,28.0,0.0,505.0,496.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,,505.0,505.0,0.0
2017.0,Торф топливный,663.0,0.0,0.0,663,593.0,93.0,500.0,0.0,0.0,0.0,29.0,41.0,41.0,0.0,35.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,0.0
2017.0,Дрова,1532.0,0.0,0.0,1532,721.0,376.0,345.0,3.0,0.0,3.0,2.0,806.0,29.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,18.0,11.0,71.0,0.0,62.0,633.0,,806.0,806.0,0.0
2017.0,Прочие виды природного топлива,1028.0,0.0,127.0,901,748.0,748.0,0.0,0.0,0.0,0.0,0.0,153.0,85.0,0.0,78.0,2.0,0.0,60.0,0.0,1.0,2.0,1.0,0.0,0.0,12.0,7.0,4.0,25.0,0.0,10.0,29.0,,153.0,153.0,0.0
2017.0,Топливные брикеты,476.0,0.0,55.0,421,54.0,54.0,0.0,0.0,0.0,0.0,0.0,367.0,142.0,0.0,141.0,1.0,0.0,0.0,0.0,0.0,138.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,35.0,184.0,,367.0,367.0,0.0
2017.0,Автомобильный бензин,5268.0,160.0,3593.0,1835,97.0,0.0,97.0,0.0,0.0,0.0,0.0,1738.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,9.0,1709.0,10.0,0.0,,1738.0,1738.0,0.0
2017.0,Дизельное топливо,8569.0,1146.0,5590.0,4125,3.0,3.0,0.0,1.0,0.0,1.0,0.0,4121.0,106.0,20.0,67.0,17.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,4.0,3.0,19.0,101.0,939.0,2932.0,43.0,0.0,,4121.0,4121.0,0.0
2017.0,Топочный мазут,6415.0,0.0,5606.0,809,442.0,175.0,267.0,1.0,1.0,0.0,0.0,366.0,354.0,0.0,354.0,4.0,0.0,0.0,345.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,366.0,366.0,0.0
2017.0,Сжиженный газ,761.0,395.0,927.0,229,0.0,0.0,0.0,0.0,0.0,0.0,2.0,227.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,135.0,2.0,84.0,,227.0,227.0,0.0
2017.0,Газ нефтепреработки,926.0,0.0,0.0,926,121.0,121.0,0.0,0.0,0.0,0.0,9.0,796.0,796.0,0.0,796.0,0.0,0.0,0.0,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,796.0,796.0,0.0
2017.0,"Кокс, коксик и коксовая мелочь",5.0,57.0,0.0,62,0.0,0.0,0.0,19.0,12.0,7.0,0.0,43.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,43.0,43.0,0.0
2017.0,Топливо для реактивных двигателей,577.0,22.0,382.0,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,,217.0,217.0,0.0
2017.0,Прочие виды продуктов переработки топлива,3214.0,1204.0,1700.0,2718,9.0,9.0,0.0,2670.0,2662.0,8.0,0.0,39.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,6.0,0.0,,39.0,39.0,0.0
2017.0,Электроэнергия (включая атомную и гидроэнергию),4246.0,336.0,18.0,4564,259.0,259.0,0.0,0.0,0.0,0.0,353.0,3952.0,1912.0,64.0,1719.0,201.0,45.0,111.0,229.0,438.0,197.0,266.0,108.0,49.0,75.0,129.0,32.0,195.0,150.0,852.0,811.0,,3952.0,3952.0,0.0
2017.0,Теплоэнергия,8679.0,0.0,0.0,8679,0.0,0.0,0.0,0.0,0.0,0.0,668.0,8011.0,2864.0,61.0,2719.0,631.0,80.0,195.0,692.0,726.0,149.0,22.0,76.0,52.0,96.0,84.0,37.0,253.0,0.0,1524.0,3333.0,,8011.0,8011.0,0.0
2017.0,ТЭР- всего,45410.0,51750.0,20456.0,76704,44626.0,17710.0,26916.0,4570.0,4517.0,53.0,1516.0,25992.0,8425.0,165.0,7983.0,984.0,139.0,402.0,2387.0,1430.0,1525.0,508.0,269.0,133.0,206.0,277.0,245.0,1673.0,5769.0,2578.0,7302.0,,,,
2018.0,Нефть и газоконденсат,2378.0,26095.0,2345.0,26128,25727.0,1.0,25726.0,9.0,0.0,9.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2018.0,Газ горючий (природный и попутный),454.0,23380.0,0.0,23834,17247.0,17153.0,94.0,1900.0,1900.0,0.0,60.0,4627.0,1556.0,18.0,1524.0,140.0,8.0,32.0,268.0,258.0,504.0,204.0,64.0,30.0,16.0,14.0,25.0,160.0,618.0,36.0,2232.0,,4627.0,4627.0,0.0
2018.0,Уголь,-121.0,1333.0,691.0,521,1.0,1.0,0.0,37.0,6.0,31.0,0.0,483.0,474.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,,483.0,483.0,0.0
2018.0,Торф топливный,742.0,0.0,0.0,742,667.0,109.0,559.0,0.0,0.0,0.0,35.0,40.0,40.0,0.0,33.0,0.0,0.0,0.0,14.0,0.0,19.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,40.0,40.0,0.0
2018.0,Дрова,1721.0,0.0,0.0,1721,885.0,378.0,507.0,3.0,0.0,3.0,3.0,830.0,33.0,0.0,17.0,8.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,2.0,16.0,12.0,67.0,0.0,65.0,653.0,,830.0,830.0,0.0
2018.0,Прочие виды природного топлива,1158.0,0.0,158.0,1000,858.0,841.0,17.0,0.0,0.0,0.0,0.0,142.0,82.0,0.0,80.0,3.0,0.0,57.0,0.0,3.0,5.0,1.0,1.0,0.0,8.0,2.0,4.0,21.0,0.0,8.0,27.0,,142.0,142.0,0.0
2018.0,Топливные брикеты,515.0,0.0,82.0,433,46.0,46.0,0.0,0.0,0.0,0.0,0.0,387.0,162.0,0.0,161.0,1.0,0.0,0.0,0.0,0.0,157.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,33.0,186.0,,387.0,387.0,0.0
2018.0,Автомобильный бензин,5104.0,30.0,3223.0,1911,125.0,0.0,125.0,0.0,0.0,0.0,0.0,1786.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,1757.0,10.0,0.0,,1786.0,1786.0,0.0
2018.0,Дизельное топливо,8640.0,303.0,4536.0,4407,3.0,3.0,0.0,1.0,0.0,1.0,0.0,4403.0,154.0,20.0,106.0,49.0,6.0,7.0,6.0,6.0,10.0,6.0,9.0,6.0,1.0,28.0,109.0,932.0,3162.0,46.0,0.0,,4403.0,4403.0,0.0
2018.0,Топочный мазут,6522.0,0.0,6021.0,501,179.0,179.0,0.0,1.0,1.0,0.0,1.0,320.0,305.0,0.0,305.0,0.0,0.0,0.0,302.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,,320.0,320.0,0.0
2018.0,Сжиженный газ,885.0,278.0,944.0,219,0.0,0.0,0.0,2.0,2.0,0.0,0.0,217.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,132.0,0.0,80.0,,217.0,217.0,0.0
2018.0,Газ нефтепреработки,1047.0,0.0,0.0,1047,113.0,113.0,0.0,0.0,0.0,0.0,11.0,923.0,923.0,0.0,923.0,0.0,0.0,0.0,923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,923.0,923.0,0.0
2018.0,"Кокс, коксик и коксовая мелочь",1.0,55.0,0.0,56,0.0,0.0,0.0,15.0,11.0,4.0,0.0,41.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,0.0
2018.0,Топливо для реактивных двигателей,520.0,26.0,309.0,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,,237.0,237.0,0.0
2018.0,Прочие виды продуктов переработки топлива,2923.0,1403.0,1328.0,2998,214.0,12.0,202.0,2747.0,2733.0,14.0,0.0,37.0,8.0,0.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,17.0,8.0,0.0,4.0,0.0,,37.0,37.0,0.0
2018.0,Электроэнергия (включая атомную и гидроэнергию),4789.0,6.0,128.0,4667,273.0,273.0,0.0,0.0,0.0,0.0,349.0,4045.0,1965.0,64.0,1780.0,204.0,45.0,131.0,237.0,446.0,199.0,274.0,114.0,53.0,77.0,121.0,31.0,195.0,162.0,884.0,808.0,,4045.0,4045.0,0.0
2018.0,Теплоэнергия,8920.0,0.0,0.0,8920,0.0,0.0,0.0,0.0,0.0,0.0,661.0,8259.0,3039.0,62.0,2878.0,625.0,80.0,270.0,710.0,758.0,149.0,32.0,92.0,63.0,99.0,99.0,39.0,252.0,0.0,1585.0,3344.0,,8259.0,8259.0,0.0
2018.0,ТЭР- всего,46198.0,52909.0,19765.0,79342,46338.0,19109.0,27230.0,4715.0,4653.0,62.0,1512.0,26777.0,8789.0,164.0,8333.0,1037.0,139.0,498.0,2462.0,1474.0,1537.0,530.0,294.0,158.0,204.0,292.0,258.0,1650.0,6077.0,2672.0,7331.0,,,,
2019.0,Нефть и газоконденсат,2184.0,25737.0,2358.0,25563,25202.0,1.0,25201.0,7.0,0.0,7.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019.0,Газ горючий (природный и попутный),353.0,23300.0,0.0,23653,17217.0,17121.0,96.0,1921.0,1920.0,1.0,49.0,4466.0,1525.0,17.0,1499.0,138.0,8.0,40.0,271.0,243.0,489.0,214.0,59.0,27.0,10.0,9.0,24.0,172.0,559.0,39.0,2147.0,,4466.0,4466.0,0.0
2019.0,Уголь,-19.0,3385.0,2734.0,632,2.0,2.0,0.0,36.0,6.0,30.0,0.0,594.0,586.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,,594.0,594.0,0.0
2019.0,Торф топливный,698.0,0.0,0.0,698,620.0,111.0,509.0,0.0,0.0,0.0,31.0,47.0,46.0,0.0,39.0,0.0,0.0,0.0,15.0,0.0,24.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,,47.0,47.0,0.0
2019.0,Дрова,1781.0,0.0,0.0,1781,937.0,343.0,594.0,4.0,0.0,4.0,0.0,840.0,26.0,0.0,12.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,14.0,11.0,68.0,0.0,60.0,675.0,,840.0,840.0,0.0
2019.0,Прочие виды природного топлива,1443.0,0.0,226.0,1217,1079.0,1060.0,19.0,0.0,0.0,0.0,0.0,138.0,84.0,0.0,82.0,3.0,0.0,60.0,0.0,1.0,4.0,1.0,1.0,0.0,12.0,2.0,2.0,19.0,0.0,8.0,25.0,,138.0,138.0,0.0
2019.0,Топливные брикеты,447.0,0.0,60.0,387,36.0,36.0,0.0,0.0,0.0,0.0,0.0,351.0,153.0,0.0,153.0,1.0,0.0,0.0,0.0,0.0,150.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,28.0,164.0,,351.0,351.0,0.0
2019.0,Автомобильный бензин,4459.0,6.0,2476.0,1989,134.0,0.0,134.0,0.0,0.0,0.0,0.0,1855.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,10.0,1825.0,11.0,0.0,,1855.0,1855.0,0.0
2019.0,Дизельное топливо,8973.0,0.0,4617.0,4356,2.0,2.0,0.0,1.0,0.0,1.0,0.0,4353.0,109.0,25.0,65.0,15.0,6.0,9.0,6.0,4.0,6.0,6.0,6.0,4.0,3.0,19.0,94.0,946.0,3149.0,55.0,0.0,,4353.0,4353.0,0.0
2019.0,Топочный мазут,5502.0,0.0,5103.0,399,110.0,110.0,0.0,1.0,1.0,0.0,0.0,288.0,273.0,0.0,273.0,3.0,0.0,0.0,269.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,,288.0,288.0,0.0
2019.0,Сжиженный газ,609.0,141.0,539.0,211,0.0,0.0,0.0,2.0,2.0,0.0,0.0,209.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,132.0,0.0,71.0,,209.0,209.0,0.0
2019.0,Газ нефтепреработки,1072.0,0.0,0.0,1072,91.0,91.0,0.0,0.0,0.0,0.0,9.0,972.0,972.0,0.0,972.0,0.0,0.0,0.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,972.0,972.0,0.0
2019.0,"Кокс, коксик и коксовая мелочь",4.0,47.0,0.0,51,0.0,0.0,0.0,11.0,6.0,5.0,0.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,40.0,0.0
2019.0,Топливо для реактивных двигателей,699.0,34.0,437.0,296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,,296.0,296.0,0.0
2019.0,Прочие виды продуктов переработки топлива,4273.0,25.0,1603.0,2695,126.0,6.0,120.0,2529.0,2512.0,17.0,0.0,40.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,6.0,0.0,,40.0,40.0,0.0
2019.0,Электроэнергия (включая атомную и гидроэнергию),4975.0,4.0,292.0,4687,273.0,273.0,0.0,0.0,0.0,0.0,333.0,4081.0,1990.0,65.0,1807.0,208.0,45.0,148.0,240.0,437.0,206.0,288.0,106.0,51.0,78.0,118.0,32.0,193.0,151.0,914.0,801.0,,4081.0,4081.0,0.0
2019.0,Теплоэнергия,8476.0,0.0,0.0,8476,0.0,0.0,0.0,0.0,0.0,0.0,615.0,7861.0,2944.0,62.0,2801.0,616.0,74.0,356.0,676.0,689.0,143.0,32.0,73.0,50.0,92.0,81.0,39.0,238.0,0.0,1478.0,3162.0,,7861.0,7861.0,0.0
2019.0,ТЭР- всего,45929.0,52679.0,20445.0,78163,45829.0,19156.0,26673.0,4512.0,4447.0,65.0,1391.0,26431.0,8762.0,171.0,8338.0,991.0,134.0,614.0,2449.0,1375.0,1627.0,550.0,259.0,139.0,200.0,253.0,237.0,1664.0,6121.0,2600.0,7047.0,,,,
2020.0,Нефть и газоконденсат,2222.0,22840.0,1740.0,23322,23013.0,1.0,23012.0,4.0,0.0,4.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2020.0,Газ горючий (природный и попутный),336.0,21581.0,0.0,21917,15780.0,15623.0,157.0,1829.0,1828.0,1.0,47.0,4261.0,1432.0,15.0,1407.0,137.0,8.0,38.0,229.0,244.0,457.0,204.0,56.0,24.0,10.0,10.0,23.0,173.0,443.0,42.0,2148.0,,4261.0,4261.0,0.0
2020.0,Уголь,52.0,1950.0,1360.0,642,1.0,1.0,0.0,47.0,17.0,30.0,0.0,594.0,588.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,,594.0,594.0,0.0
2020.0,Торф топливный,554.0,0.0,0.0,554,486.0,102.0,384.0,0.0,0.0,0.0,23.0,45.0,44.0,0.0,39.0,0.0,0.0,0.0,12.0,0.0,27.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,,45.0,45.0,0.0
2020.0,Дрова,1719.0,0.0,0.0,1719,922.0,320.0,602.0,3.0,0.0,3.0,1.0,793.0,21.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,12.0,10.0,61.0,0.0,54.0,647.0,,793.0,793.0,0.0
2020.0,Прочие виды природного топлива,1682.0,0.0,319.0,1363,1205.0,1205.0,0.0,0.0,0.0,0.0,0.0,158.0,104.0,0.0,103.0,2.0,0.0,86.0,0.0,1.0,2.0,1.0,1.0,0.0,10.0,1.0,2.0,21.0,0.0,7.0,24.0,,158.0,158.0,0.0
2020.0,Топливные брикеты,369.0,0.0,32.0,337,34.0,34.0,0.0,0.0,0.0,0.0,0.0,303.0,141.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,25.0,133.0,,303.0,303.0,0.0
2020.0,Автомобильный бензин,4659.0,3.0,2704.0,1958,320.0,0.0,320.0,0.0,0.0,0.0,0.0,1638.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,9.0,1609.0,10.0,0.0,,1638.0,1638.0,0.0
2020.0,Дизельное топливо,8420.0,10.0,4366.0,4064,2.0,2.0,0.0,1.0,0.0,1.0,0.0,4061.0,109.0,26.0,64.0,12.0,7.0,13.0,4.0,5.0,6.0,4.0,6.0,3.0,4.0,19.0,94.0,916.0,2896.0,46.0,0.0,,4061.0,4061.0,0.0
2020.0,Топочный мазут,4348.0,0.0,3344.0,1004,698.0,698.0,0.0,3.0,3.0,0.0,0.0,303.0,290.0,0.0,290.0,3.0,0.0,0.0,286.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,,303.0,303.0,0.0
2020.0,Сжиженный газ,625.0,28.0,441.0,212,0.0,0.0,0.0,2.0,2.0,0.0,0.0,210.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,137.0,1.0,68.0,,210.0,210.0,0.0
2020.0,Газ нефтепреработки,966.0,0.0,0.0,966,115.0,115.0,0.0,0.0,0.0,0.0,6.0,845.0,845.0,0.0,845.0,0.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,845.0,845.0,0.0
2020.0,"Кокс, коксик и коксовая мелочь",2.0,36.0,0.0,38,0.0,0.0,0.0,5.0,3.0,2.0,0.0,33.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.0,33.0,0.0
2020.0,Топливо для реактивных двигателей,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2020.0,Прочие виды продуктов переработки топлива,4423.0,29.0,1053.0,3399,7.0,7.0,,3180.0,3158.0,22.0,0.0,212.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,14.0,178.0,4.0,1.0,,212.0,212.0,0.0
2020.0,Электроэнергия (включая атомную и гидроэнергию),4741.0,19.0,80.0,4680,275.0,275.0,0.0,0.0,0.0,0.0,337.0,4068.0,1946.0,68.0,1759.0,214.0,42.0,152.0,232.0,422.0,203.0,269.0,98.0,50.0,77.0,119.0,36.0,196.0,143.0,919.0,828.0,,4068.0,4068.0,0.0
2020.0,Теплоэнергия,8332.0,0.0,0.0,8332,0.0,0.0,0.0,0.0,0.0,0.0,579.0,7753.0,2865.0,58.0,2732.0,609.0,69.0,408.0,666.0,604.0,145.0,32.0,70.0,46.0,83.0,75.0,39.0,232.0,0.0,1314.0,3303.0,,7753.0,7753.0,0.0
2020.0,ТЭР- всего,43450.0,46496.0,15439.0,74507,42858.0,18383.0,24475.0,5074.0,5011.0,63.0,1298.0,25277.0,8428.0,167.0,8017.0,981.0,126.0,698.0,2274.0,1278.0,1586.0,514.0,244.0,129.0,187.0,244.0,236.0,1624.0,5411.0,2425.0,7153.0,,,,
